v,j,l
1,16082,33
1,31689,161
1,17654,171
1,30254,197
-1,13944,35
1,61,117
-1,20263,187
-1,2823,176
1,30964,184
-1,7626,196
-1,28304,14
1,25820,86
1,25471,49
-1,13127,178
-1,20498,177
1,6751,24
1,31071,142
1,5051,86
1,19188,128
1,3694,227
1,10000,66
-1,5995,177
1,4451,12
1,27435,75
1,24054,230
1,11880,226
1,11976,14
-1,14855,136
1,31411,54
-1,10926,167
-1,23354,193
1,3575,99
-1,7140,225
1,7220,168
1,23627,22
-1,32695,249
-1,1841,182
-1,22604,123
1,14915,43
-1,22134,126
-1,19831,215
1,28149,65
1,27049,113
-1,13707,150
1,18323,94
1,14714,195
1,15432,101
-1,5911,58
1,30684,221
1,24035,208
1,18639,211
1,12684,125
1,11365,45
1,17871,229
-1,15372,98
-1,22219,225
-1,25970,136
-1,21796,141
-1,3195,57
-1,4471,153
-1,19717,78
-1,3259,171
-1,19806,188
-1,28560,232
-1,29821,14
1,11399,123
1,24724,65
-1,8652,179
1,28174,77
1,9704,243
-1,20540,213
1,795,108
-1,16817,207
-1,10585,255
-1,14076,66
-1,3059,134
1,22477,40
1,15723,25
1,21138,59
1,10154,104
1,29165,18
-1,133,33
1,7855,254
-1,18345,117
1,28904,37
1,18293,163
-1,23096,116
-1,16525,163
-1,17101,248
1,16942,98
1,6085,245
-1,17831,188
-1,17581,2
1,31062,144
-1,10421,195
-1,14069,179
1,21701,251
-1,20974,233
-1,22583,106
-1,6114,133
1,16095,189
1,1460,42
1,2915,189
1,25593,25
-1,18845,138
1,13227,27
-1,14419,29
1,20364,109
1,11216,19
-1,16931,216
-1,30169,10
-1,8340,41
-1,17393,166
-1,3022,21
1,16964,140
-1,7109,175
1,13128,88
1,2865,91
-1,32300,102
1,11278,88
1,21684,82
-1,10332,217
-1,10644,227
-1,27519,204
1,25005,93
-1,19233,200
1,20792,146
1,21133,248
-1,26341,80
-1,31408,105
-1,8884,162
1,29593,64
1,795,111
1,10930,187
1,29888,75
-1,5520,98
-1,31566,221
-1,16951,194
1,29440,20
-1,19733,91
1,21791,44
-1,31692,142
1,32728,17
1,1678,195
-1,384,174
-1,28375,13
-1,1237,149
-1,6496,249
-1,7968,185
-1,18213,78
-1,31446,238
-1,5639,235
-1,30904,240
-1,30608,113
1,5229,71
-1,7703,120
-1,23569,27
1,28266,195
-1,17479,233
-1,11663,22
1,31645,92
1,6523,91
-1,29991,125
1,9707,39
-1,5158,174
1,7246,71
1,12317,82
-1,8901,10
-1,12039,55
-1,7718,157
-1,2692,106
1,16968,226
-1,28630,233
-1,27397,29
1,29291,2
1,30137,65
-1,24526,217
-1,21085,120
-1,4959,11
-1,16067,234
1,6272,209
1,5752,242
-1,31433,186
-1,20560,202
1,16057,117
-1,2514,174
1,1264,85
1,32461,96
-1,29794,8
1,4468,139
-1,3125,23
1,20882,18
1,8407,74
-1,30133,143
-1,16004,195
1,13558,143
-1,26931,151
1,26689,199
1,32374,159
-1,17021,29
1,2020,37
1,18743,139
-1,26920,237
1,28439,170
-1,6309,187
1,31345,68
1,31887,148
-1,18801,42
1,17898,177
1,9584,101
-1,25374,213
1,26547,13
-1,30307,228
-1,24065,212
1,16808,188
1,18530,34
-1,21069,253
-1,21577,122
-1,25363,58
1,23185,157
1,29641,178
1,25529,205
1,30119,178
-1,23474,41
-1,5243,215
-1,20610,47
-1,1679,128
1,10986,241
1,29422,92
1,21551,130
-1,18784,81
1,9043,0
1,24212,210
-1,25568,126
1,2100,155
-1,30307,69
-1,16433,212
1,27279,92
-1,23760,2
-1,3091,192
-1,21888,164
-1,7740,234
-1,928,155
1,31697,122
1,24851,97
-1,28532,194
1,13911,228
1,7678,224
-1,18684,112
-1,29898,224
-1,7127,23
-1,20413,252
1,21761,39
-1,21662,196
-1,21701,27
1,9305,68
-1,25691,204
-1,7924,1
-1,19305,155
-1,29433,85
-1,11787,98
1,32225,160
1,2358,103
-1,26336,32
-1,14568,251
-1,24048,204
-1,9676,251
-1,32016,129
1,32618,136
1,13868,3
-1,13198,23
-1,3099,228
1,26267,117
1,25765,100
1,2535,230
-1,8811,94
-1,27112,19
1,21779,179
1,15273,168
1,4896,52
1,28859,13
1,10828,43
1,15469,116
-1,19524,225
-1,17848,232
-1,26905,204
-1,13120,186
1,19989,196
1,25606,102
-1,29631,144
-1,13922,42
-1,3336,50
1,15731,206
-1,5704,237
-1,14961,176
-1,12388,105
-1,8669,6
1,3306,204
-1,14211,18
-1,27193,151
-1,30737,113
-1,21085,191
-1,14832,250
1,17727,180
1,21058,46
1,20821,137
-1,8401,104
-1,13197,182
1,19326,14
1,15603,80
-1,1989,253
1,3858,114
-1,14528,181
1,24481,94
-1,11057,186
1,13974,243
-1,2398,87
-1,2675,55
1,9851,149
1,18274,5
-1,8984,226
1,32271,0
1,7254,139
1,28784,94
-1,27420,150
1,23703,114
-1,16043,165
-1,28209,143
-1,25257,85
1,24378,143
-1,10378,227
1,18292,15
1,21488,120
1,10764,95
-1,27572,185
1,7117,127
1,19428,235
-1,17201,37
1,2273,192
1,12159,235
-1,28527,54
1,21304,208
-1,20321,219
-1,1775,233
-1,3527,193
-1,22494,199
1,13198,144
1,19215,23
1,25436,28
1,9809,56
1,20253,229
1,10651,156
1,10094,245
1,9342,157
1,19465,23
1,22843,29
-1,16689,153
-1,23692,146
1,672,123
1,18024,75
-1,2721,61
-1,30795,103
-1,7446,211
-1,20262,196
1,8702,110
1,22820,146
1,7725,157
-1,28936,36
-1,30033,197
-1,26105,110
-1,28613,81
1,30966,13
1,30524,84
-1,29786,1
1,15568,224
-1,32220,138
1,31752,88
1,1499,20
-1,9211,223
1,5279,34
1,23828,0
-1,23178,93
-1,7829,186
-1,5225,129
-1,740,158
1,17533,86
-1,8966,194
-1,11319,51
-1,30960,47
1,4780,94
1,32501,214
-1,16255,122
-1,29923,71
-1,16902,148
-1,29432,172
1,31309,72
-1,9397,248
1,20936,76
1,18295,132
1,23444,173
1,19965,187
1,25418,112
1,22768,167
1,13856,120
1,9405,139
1,19677,99
-1,29717,76
-1,30829,170
1,7996,188
-1,31478,122
-1,27814,210
-1,2318,213
1,17900,76
1,6034,221
1,29149,14
-1,13618,137
-1,13993,191
1,15713,210
-1,19361,204
1,31272,157
1,16260,37
1,16806,247
-1,8613,180
-1,29402,36
1,21294,78
-1,28662,58
1,23107,64
1,3643,234
1,8970,46
1,11635,210
-1,8733,14
-1,7801,227
-1,15598,150
-1,2209,252
-1,29324,31
1,4806,55
-1,24113,120
-1,11720,99
1,20151,167
1,710,249
1,28225,83
-1,7224,13
-1,31595,129
-1,627,166
-1,7197,147
1,13051,164
-1,13657,219
-1,1035,93
1,6896,173
-1,7550,71
1,23085,136
-1,15902,146
1,13718,131
-1,14486,102
-1,18035,134
1,4003,27
1,15001,162
-1,27166,182
1,21460,179
1,18784,220
-1,30629,251
1,7873,52
1,4444,239
1,24796,44
1,3036,91
1,2908,32
1,7181,82
1,29048,32
1,31619,212
1,15529,55
-1,248,217
1,16502,190
-1,27393,95
-1,23864,151
-1,20854,74
-1,21713,213
1,2115,173
-1,32458,252
-1,6704,246
-1,13450,86
1,25851,250
1,23677,202
-1,16873,95
1,15801,164
1,5218,0
1,6914,247
-1,11983,220
-1,17868,18
1,25862,26
1,24985,54
-1,7513,63
-1,7622,208
-1,26612,153
1,22649,59
1,11588,206
-1,470,184
1,29305,34
1,1856,165
1,5279,18
1,28334,255
-1,29575,100
-1,9366,154
1,22120,207
-1,16927,145
1,30115,204
-1,7396,86
-1,20919,92
1,12469,73
-1,7427,251
1,23072,146
1,5734,246
1,22704,74
1,17291,111
1,26246,157
-1,16380,120
-1,14815,52
1,32718,206
1,28058,90
1,8228,36
1,26573,249
1,28426,33
1,19527,34
-1,2353,236
-1,23079,210
-1,17147,125
-1,8730,9
-1,28248,71
1,25026,3
1,13139,56
1,32064,220
1,23501,92
-1,20101,189
-1,14488,25
-1,26702,39
1,20815,227
1,25843,221
1,16317,23
1,30169,230
-1,29091,211
1,11396,3
-1,10734,122
1,25292,245
1,6582,25
1,10206,8
-1,29568,116
1,23327,248
1,12849,245
1,17387,209
1,8972,195
1,24302,30
-1,32531,138
-1,22597,239
-1,27647,252
1,5424,185
-1,7530,126
-1,20787,2
1,19816,18
1,15371,40
-1,7363,54
-1,715,3
-1,32423,165
-1,7738,86
-1,5406,225
-1,14173,47
-1,6104,192
1,8967,102
1,16174,192
1,1400,104
-1,9686,18
-1,22839,71
-1,24343,221
-1,32389,17
1,18558,237
1,4425,132
-1,23464,151
-1,22772,223
-1,30098,218
-1,2186,24
-1,16131,113
-1,28146,230
-1,24244,30
1,7222,91
-1,7113,90
1,13003,8
-1,22118,211
1,6222,217
1,32631,245
-1,27520,214
1,2860,60
-1,24969,53
-1,23614,150
-1,24472,84
-1,1128,88
-1,25407,234
-1,12597,215
-1,18064,55
-1,15206,203
1,20739,123
-1,32330,127
1,30367,35
1,749,235
-1,29107,55
1,13623,168
1,3873,218
-1,26467,158
1,8074,2
1,32005,9
-1,6186,77
-1,29234,206
1,7041,169
1,32136,7
1,9151,46
1,30225,213
1,9962,41
-1,26173,39
1,17577,125
-1,12628,227
-1,24965,225
-1,32376,6
-1,2555,165
1,30317,59
1,20166,192
-1,23114,230
1,32349,34
-1,13331,209
-1,26354,98
1,10012,247
1,23308,162
1,18609,173
-1,10895,189
-1,6625,181
1,32059,198
-1,4626,184
-1,16685,15
-1,18686,130
-1,5873,223
1,31817,239
-1,30314,195
1,6206,93
-1,26504,198
1,19797,205
-1,11641,226
1,21178,24
-1,8847,43
-1,13566,135
1,6761,60
-1,29659,2
-1,12510,44
-1,3125,72
1,32389,76
1,20867,24
-1,4706,69
-1,20514,39
1,28164,221
-1,5233,60
1,5303,125
-1,26106,73
-1,1896,218
1,5412,182
-1,18268,79
1,9458,198
1,997,20
1,22864,135
1,4242,14
-1,6798,66
-1,6462,91
1,31170,27
-1,22801,58
-1,3632,253
-1,13696,120
1,31746,52
-1,26265,133
1,11801,142
1,11790,253
-1,26259,216
1,29035,51
1,32717,211
1,15597,16
-1,23379,173
-1,28181,245
1,16042,14
1,17321,9
-1,13870,218
1,26621,24
-1,28228,12
1,17336,171
1,25751,126
-1,9364,233
1,22954,220
1,5803,142
1,15366,235
1,7778,253
1,16745,57
-1,5540,224
1,14644,16
-1,31020,22
-1,15384,62
-1,17843,203
-1,23267,120
-1,25758,233
-1,12706,78
-1,28321,247
-1,26300,170
1,13526,153
-1,21884,150
-1,14935,28
-1,19143,121
1,15670,101
-1,18353,237
-1,1804,30
-1,5009,161
1,3689,134
1,10335,226
-1,6384,107
1,10878,223
-1,1888,31
-1,28647,60
1,25389,227
-1,16617,103
-1,9236,52
1,29843,4
-1,27658,78
-1,6577,248
-1,14701,202
1,13752,92
1,11837,243
1,4508,242
-1,19885,47
-1,17118,103
-1,7701,177
-1,5266,177
1,18059,193
-1,28631,207
-1,8007,207
-1,27995,125
1,24853,120
1,13012,181
1,14975,49
-1,25141,247
-1,27462,56
-1,22665,20
-1,22737,82
-1,2034,66
1,10287,40
-1,28871,173
-1,11736,200
1,18511,178
1,16376,71
-1,24910,190
-1,25321,13
1,5292,48
1,19282,97
1,17384,100
-1,4097,74
-1,413,61
-1,17902,188
-1,30902,122
-1,6375,224
1,14123,186
-1,11875,234
1,29544,159
1,4583,178
-1,25999,114
-1,13545,178
1,19302,119
-1,20773,134
-1,17409,212
1,6694,180
1,28476,216
-1,27022,38
1,6278,98
1,15429,56
-1,2513,201
-1,9078,180
1,25880,249
-1,1664,23
-1,17565,100
1,23397,84
1,18139,128
-1,7903,118
1,7591,22
-1,12882,188
-1,16823,35
-1,26413,243
-1,4781,172
1,25576,70
1,26209,154
1,760,58
1,11356,109
-1,15686,54
-1,11289,98
-1,10014,143
-1,11159,4
-1,11921,155
1,28817,145
1,9740,2
1,27714,254
-1,20216,119
-1,21025,4
-1,24019,76
1,2470,204
-1,19806,32
-1,28089,48
-1,31148,43
1,21951,178
1,18282,132
1,22435,147
1,8783,226
1,2318,180
1,17942,187
1,890,25
1,19341,110
-1,30209,94
-1,27814,118
1,16846,28
-1,29835,147
1,20780,34
1,30686,128
-1,27750,208
1,30295,134
1,16471,255
-1,12657,18
1,24895,52
1,15315,199
1,13313,103
1,8454,189
-1,24007,139
1,29955,88
-1,29890,211
-1,21782,235
-1,6386,224
-1,29428,239
1,6342,74
1,32547,54
1,25528,219
-1,3266,224
1,9739,113
-1,14609,101
1,2766,58
-1,5382,92
1,17875,167
1,21862,120
1,25821,238
-1,10286,99
1,27561,91
1,4745,152
-1,17960,103
-1,8385,232
-1,4118,168
1,16182,193
1,595,4
1,9979,15
-1,32544,92
1,19575,5
-1,8510,200
-1,3596,107
-1,29367,200
-1,22023,247
-1,3465,244
-1,7460,33
-1,23706,247
1,24744,188
-1,5917,167
1,22453,58
-1,11331,28
-1,4667,104
1,13587,46
-1,28415,238
-1,32194,31
-1,10547,228
-1,31904,231
1,30505,175
1,3300,216
-1,25576,211
-1,8332,176
-1,30437,197
1,15552,185
1,938,138
1,8202,60
1,2806,99
-1,13710,182
-1,1940,20
-1,8334,40
1,11519,65
1,343,157
1,28883,234
1,2335,131
-1,16823,120
-1,14224,104
1,2730,26
-1,12581,88
1,1437,207
-1,7252,87
-1,21984,48
1,13093,38
1,10242,167
1,23062,78
-1,3864,253
1,13681,185
-1,25717,113
1,8726,221
-1,31172,73
1,31362,28
1,16753,113
-1,15037,101
1,368,55
-1,2098,49
-1,14831,122
-1,5747,126
1,16969,206
-1,18520,39
-1,20237,159
-1,28697,55
1,15499,187
1,1973,144
1,29378,163
1,13766,96
-1,813,114
1,15540,41
-1,12855,137
-1,1135,186
-1,9134,48
-1,15940,214
-1,2596,203
-1,7269,108
-1,5688,186
-1,7089,209
1,6589,6
-1,31345,158
-1,20011,170
1,30284,120
1,21197,27
-1,12584,200
1,4735,107
1,22288,10
-1,31020,69
-1,20241,171
-1,14631,34
-1,13395,90
1,16430,151
-1,31040,115
-1,30126,245
1,19383,140
1,29534,152
1,3119,11
-1,32564,245
-1,20213,86
-1,13773,178
-1,31649,23
-1,30428,124
-1,18261,239
1,3481,190
1,26290,129
-1,15300,203
-1,31332,252
-1,2773,7
-1,11349,175
-1,2289,94
1,30757,80
1,30241,21
-1,6155,187
-1,31684,52
1,27897,81
1,6207,145
-1,15612,59
1,19085,237
1,11914,101
1,27698,140
-1,8792,96
-1,5288,161
-1,19659,39
1,5772,204
-1,27149,156
1,27599,240
-1,23659,246
1,14144,141
-1,25149,205
-1,9017,125
-1,459,20
-1,4235,10
1,18251,128
-1,19905,250
-1,31940,127
1,11356,222
-1,14344,205
1,28765,98
-1,22116,40
-1,14866,251
1,2316,144
-1,425,171
-1,9385,242
-1,18515,108
1,17336,90
1,23781,37
-1,8026,129
1,21536,60
-1,2745,101
-1,24304,43
-1,30612,90
1,19766,21
-1,19708,3
-1,20976,221
1,24117,190
1,13111,102
1,18858,177
-1,5322,108
1,18240,151
-1,31352,185
1,1601,133
1,7685,183
-1,21709,6
1,32516,77
1,6291,228
-1,25861,76
1,30601,185
-1,31349,32
1,18460,114
1,25046,73
1,2392,242
1,2758,140
-1,4942,42
1,3851,110
-1,22568,154
1,7512,69
-1,2990,145
-1,20949,134
-1,2020,210
-1,3498,237
-1,32162,119
-1,19523,68
1,10285,83
-1,12606,122
-1,28385,84
-1,4822,196
1,10958,235
1,1963,19
-1,4325,65
-1,29291,12
1,24307,113
1,14761,10
-1,28497,31
1,8958,176
-1,10410,211
1,8108,228
-1,27627,93
-1,220,147
-1,6345,46
1,6832,252
-1,28166,163
1,27801,49
1,11516,242
-1,18131,176
-1,9371,232
1,9273,166
1,6112,151
1,17263,62
1,1962,142
-1,11932,88
-1,27006,190
1,26470,33
1,21458,88
1,31561,39
-1,23179,130
1,499,51
1,15733,144
-1,2436,128
1,24116,80
1,14416,58
1,5316,28
-1,28284,49
1,15800,47
-1,1755,225
1,18315,242
-1,6667,179
1,14116,0
-1,5094,75
1,2645,118
-1,12649,227
-1,28346,133
1,26210,219
1,27856,152
1,31065,74
-1,2485,231
-1,5425,26
1,23055,57
1,27481,249
-1,23,159
1,24438,231
1,19097,185
-1,19515,142
1,11099,164
-1,24257,128
-1,3142,130
1,17279,86
-1,14073,233
-1,21805,186
-1,24117,5
-1,25365,180
1,28796,9
-1,19048,203
1,12331,59
-1,22976,160
1,29325,96
1,19292,130
-1,14145,48
-1,3232,214
1,3612,124
1,20290,91
1,1823,142
1,10649,255
1,26072,235
-1,26365,44
1,2852,95
1,9540,210
1,2063,204
-1,18012,234
-1,4998,39
-1,19449,158
1,23868,114
-1,4033,13
-1,27438,69
-1,25930,98
-1,12187,209
1,24008,15
1,2266,195
1,7383,237
-1,24828,80
1,5545,130
1,7005,254
1,8881,17
1,25498,210
1,9024,15
1,23157,121
-1,12090,202
-1,14521,177
-1,22078,98
-1,23733,118
-1,28174,121
1,24198,179
1,13783,116
-1,6468,103
1,178,157
1,23391,37
-1,23962,224
1,11532,163
-1,9121,178
1,21589,187
1,5373,152
-1,13821,204
-1,21508,111
-1,165,233
-1,24744,139
1,8395,234
1,10375,227
1,9699,149
1,31979,22
1,31593,223
1,26612,191
1,15710,234
1,18069,203
1,6269,123
-1,11336,35
1,7688,226
-1,15298,55
1,20596,118
-1,25660,121
-1,8317,85
1,23317,155
1,13696,168
-1,27104,187
1,26530,89
-1,24222,130
-1,7405,137
1,390,24
-1,7444,173
-1,27938,39
-1,23358,107
-1,5918,51
1,29863,138
1,2162,119
-1,21537,69
1,2160,159
1,28947,154
1,14365,125
1,25063,233
1,525,58
1,17441,11
-1,14989,158
1,15846,129
-1,4248,163
-1,30223,110
1,9413,137
1,3660,13
1,19431,210
-1,15146,233
-1,13455,104
1,17206,140
1,16195,78
1,22877,6
1,25280,202
1,26557,230
1,1407,9
-1,15961,230
1,18204,49
-1,22608,70
-1,7242,90
1,341,180
1,5660,9
1,8046,21
1,15410,230
1,22784,182
-1,7648,52
1,2036,224
-1,7477,12
1,31481,235
-1,2764,18
-1,5664,222
-1,31566,115
1,10226,122
1,3899,244
1,18240,95
-1,13933,165
1,29079,104
-1,16566,253
-1,29899,21
1,8678,136
1,9254,208
1,14775,27
1,26988,127
-1,27528,71
-1,13235,246
-1,7180,83
-1,608,190
1,23133,114
1,10138,0
1,30209,141
1,9241,32
1,9230,174
-1,18555,205
1,26245,237
-1,24699,138
1,7384,234
1,1832,253
-1,31285,254
-1,17831,231
-1,24290,143
1,20992,193
-1,7184,61
1,18717,63
1,15426,250
-1,9310,219
-1,2061,72
1,7235,214
1,3416,199
-1,5875,62
-1,15926,179
1,22267,166
1,9674,40
-1,20173,183
-1,11227,237
1,14760,2
-1,22868,12
-1,31262,82
-1,9103,103
-1,2662,251
-1,20825,33
1,12025,253
-1,3252,224
-1,2346,90
1,27974,238
1,11954,232
1,26754,168
1,28461,135
1,10376,177
1,25161,33
1,23640,237
-1,13688,107
-1,12510,251
-1,7752,96
-1,12278,99
-1,20414,80
-1,16987,48
1,20900,122
1,18319,228
-1,24524,110
-1,2262,14
-1,12159,235
1,31699,104
1,7914,241
1,25374,221
-1,16828,74
-1,31050,62
-1,28808,249
1,31145,187
1,3628,118
1,29727,130
-1,415,67
-1,30008,135
1,5695,95
-1,13906,101
-1,15853,114
-1,28729,65
1,17533,127
1,11322,183
1,2949,172
-1,20041,138
-1,29615,97
-1,25893,204
-1,11818,10
1,23640,173
-1,9759,233
-1,136,189
1,12945,60
1,24986,26
1,10400,29
-1,21785,165
1,4384,95
1,10468,155
1,13852,48
-1,20035,246
-1,22432,59
1,29984,160
1,9043,124
1,15393,130
-1,798,189
-1,26867,179
-1,26472,72
1,3461,112
1,14892,240
-1,9635,142
-1,3714,3
-1,8289,175
-1,7324,89
1,11022,24
1,31233,190
1,3458,22
-1,31523,11
-1,5629,135
-1,14144,145
-1,364,206
1,3307,163
-1,5283,22
1,20776,227
-1,19331,91
-1,28742,215
1,22689,252
1,12266,30
1,26755,103
-1,7690,16
-1,29048,42
-1,13352,190
1,19812,190
-1,32087,127
-1,22715,51
-1,2017,113
1,22953,86
1,20440,100
-1,5105,107
-1,15686,63
1,3690,234
-1,29608,155
1,380,132
1,14862,178
-1,15740,92
-1,28702,12
1,3183,109
-1,23966,162
-1,24676,4
-1,7208,1
1,2120,155
1,4620,144
1,21551,190
-1,23292,212
-1,28271,55
1,10134,72
1,21572,109
-1,9127,196
1,9489,102
-1,20292,247
-1,3987,239
1,15407,153
1,30230,175
1,6318,228
-1,14706,102
1,24514,114
1,11618,171
-1,4602,74
1,12064,52
1,7027,36
-1,6515,115
1,2182,75
1,21123,27
1,3076,235
-1,10609,137
1,16138,171
-1,11966,33
1,7743,1
1,24705,221
-1,15517,134
1,12875,190
1,7069,197
1,29830,127
1,20883,171
-1,10630,139
1,4700,1
-1,20067,6
1,16515,194
-1,27150,172
1,12704,181
-1,24346,220
-1,24439,3
1,3780,66
1,25667,246
1,30081,86
-1,25007,158
-1,26267,75
-1,15091,151
1,21172,121
1,18676,104
-1,1581,32
-1,482,128
-1,24274,193
-1,20643,80
1,26679,180
-1,25235,214
1,15123,125
-1,16025,115
1,7052,0
-1,26427,14
-1,7717,187
1,8568,22
1,11861,96
1,27876,133
-1,20932,38
-1,27031,59
-1,6004,159
1,25928,84
1,24107,141
1,28688,239
1,20794,147
1,5084,111
-1,2230,169
-1,8600,103
-1,25945,105
1,2344,142
1,18855,233
1,8145,253
-1,14557,166
-1,19970,92
1,30513,118
1,10018,152
1,8749,137
-1,25254,179
-1,8874,161
1,8821,21
1,20614,152
1,20480,174
1,27265,137
1,17499,248
1,28303,80
-1,26298,80
-1,22118,249
1,2316,97
1,19257,37
1,11420,145
1,1388,141
1,12433,141
1,9663,185
-1,719,161
1,18375,55
-1,1074,54
-1,31189,228
1,1330,93
-1,19242,167
1,3481,102
1,4327,173
1,18389,65
1,5527,107
-1,29578,33
1,29608,13
-1,26999,138
-1,20269,13
1,3170,121
-1,9753,164
-1,12531,109
1,27474,78
-1,15298,253
-1,21878,196
1,17544,66
1,15586,54
-1,21044,220
-1,21637,133
-1,7802,247
1,9956,248
-1,10998,141
-1,11159,148
1,13151,191
1,9750,241
1,3408,248
-1,15227,141
1,2949,116
-1,2728,181
-1,2478,14
1,4780,113
-1,542,159
1,26363,20
1,729,143
1,4734,17
1,8207,126
1,29156,201
-1,29792,27
-1,29724,209
-1,25373,198
1,9417,240
-1,5312,21
1,30107,50
-1,19319,107
1,3836,211
1,31938,24
1,23123,10
-1,12398,127
1,5991,138
-1,30147,9
-1,21131,107
-1,15626,35
-1,16426,11
1,31492,1
-1,2817,25
-1,12883,176
1,32255,79
-1,28876,151
1,12738,234
1,20718,174
1,8346,67
-1,18811,146
-1,13527,143
1,7187,0
-1,12032,22
-1,3097,239
1,1711,100
-1,779,52
-1,23033,53
1,17834,91
-1,21815,123
-1,32314,116
-1,2412,226
1,11244,86
1,3247,49
1,31017,166
1,30904,140
1,24937,64
-1,12635,225
-1,28897,12
-1,17066,214
1,18701,191
-1,32704,54
1,20520,106
1,23522,219
-1,30165,16
-1,22423,54
-1,25730,234
-1,4145,23
-1,5565,131
-1,31582,230
-1,19794,209
-1,1171,27
-1,22743,79
1,1669,197
1,8925,251
1,16897,229
1,17257,19
1,30331,192
1,8422,118
1,11329,109
1,29788,245
1,3887,182
-1,16069,79
1,1362,183
1,27886,181
1,16647,117
-1,29319,73
1,32220,94
-1,24479,15
1,1546,95
1,10645,23
1,9525,173
-1,8595,62
1,1121,252
-1,20223,244
1,14038,177
-1,10815,208
1,28854,19
1,3538,139
-1,19510,77
1,914,131
-1,9972,58
-1,16333,244
1,4403,51
1,23609,133
1,26648,22
-1,9514,190
1,2989,152
1,15058,71
-1,12761,138
1,10170,143
-1,14565,139
1,25194,161
-1,3672,49
1,28963,33
-1,1758,204
-1,3076,118
1,5707,96
-1,7306,52
1,729,135
-1,28041,15
-1,19494,117
-1,313,127
-1,307,172
1,17269,40
1,12841,210
-1,5782,134
-1,10572,121
-1,32764,156
-1,20575,45
-1,10148,87
1,3711,92
-1,27958,175
1,13435,92
1,15889,194
1,3269,6
1,4277,163
-1,15773,13
1,17836,30
1,10842,174
-1,5986,9
-1,13789,144
-1,6510,18
1,20330,58
-1,30854,66
-1,7634,189
-1,18723,183
1,25475,138
1,2898,31
1,930,247
-1,12010,58
-1,24664,47
-1,26539,235
1,16252,0
1,29731,120
-1,30009,150
-1,416,189
1,23936,237
1,4886,12
1,241,237
-1,7377,9
1,32034,137
-1,15335,80
1,22325,42
-1,24376,108
1,16511,155
-1,21857,74
1,27084,223
-1,27128,201
1,13549,225
-1,16163,129
-1,28389,12
1,26275,229
1,11108,39
-1,6383,188
-1,26827,45
1,25073,81
1,19645,223
1,4202,22
1,13287,102
1,29664,89
1,24800,40
-1,14535,153
1,8652,228
-1,28347,159
-1,11742,7
1,10488,36
1,30507,22
1,22014,64
1,10127,224
1,22883,43
1,13546,0
-1,25905,226
1,8268,10
1,22750,50
1,31853,152
1,878,91
-1,8235,156
1,13061,190
1,19588,135
1,32209,49
1,5608,89
1,26710,231
-1,3269,223
-1,14483,192
1,20523,64
-1,23111,167
-1,16449,22
1,6167,207
1,31580,101
-1,8311,206
-1,8895,160
-1,4997,217
1,7502,177
-1,9590,163
-1,32013,54
-1,21325,213
-1,21882,61
1,5571,187
-1,3374,85
1,1070,229
1,12605,193
1,7683,226
1,4112,246
1,272,0
1,21858,134
-1,18468,176
-1,11850,13
1,26415,86
-1,11963,213
-1,13827,92
-1,8256,37
1,31213,150
1,25687,237
1,5355,154
-1,7926,142
1,5079,113
-1,23302,194
-1,15726,250
1,16583,208
1,9949,35
-1,17140,12
1,14617,161
-1,13571,149
1,12879,9
1,17784,73
1,31967,194
1,30811,202
1,8504,119
1,14212,122
1,9114,17
-1,22022,88
1,18308,226
-1,30318,247
-1,23989,235
1,18078,138
1,8589,237
-1,32145,180
-1,13550,93
-1,9965,52
-1,1469,11
1,2479,61
1,16509,143
-1,15958,75
1,19977,205
1,690,167
-1,28649,56
-1,19638,167
-1,3048,140
-1,31634,113
1,13639,16
-1,28686,90
1,96,122
1,25790,153
-1,7827,111
1,31297,191
-1,23710,181
1,23475,14
-1,22137,75
1,30115,250
-1,29278,181
-1,28468,54
1,3363,87
-1,26718,87
1,1709,152
-1,28123,240
-1,1065,133
1,25992,170
1,31827,41
1,21937,55
1,28239,248
1,29894,168
1,31228,36
1,14906,59
1,26504,243
1,5417,62
-1,28629,192
1,29530,94
1,7538,156
1,19647,74
-1,29592,151
-1,259,35
-1,1923,89
-1,32152,220
-1,25044,181
-1,26745,240
-1,15476,213
-1,30181,191
-1,29275,154
-1,12679,68
1,7943,207
-1,23938,72
-1,11613,84
-1,6209,12
-1,22959,1
1,19088,153
1,3568,43
1,15121,44
-1,23833,118
-1,24865,82
1,15659,243
1,28267,151
1,7927,168
1,2446,44
1,11879,246
-1,9396,162
1,4980,113
1,8988,54
-1,14378,207
-1,1223,138
-1,29354,231
-1,27729,152
-1,870,159
-1,7138,128
-1,32048,40
1,31118,53
1,14651,157
1,13218,46
1,21409,9
1,21315,217
1,22805,119
-1,14737,235
-1,8744,140
1,10448,110
1,27662,67
1,3688,161
-1,6841,169
1,16528,93
-1,14184,206
1,12419,111
-1,309,152
-1,4366,235
1,9901,114
1,20889,83
1,21955,130
1,16778,54
-1,2687,231
-1,22024,245
1,32578,233
-1,20163,144
1,31914,147
-1,8553,159
1,2359,141
1,27501,231
-1,25722,152
1,24207,134
1,30620,35
-1,18368,226
-1,360,220
1,27662,101
1,18380,170
-1,5291,151
-1,32508,150
-1,6627,31
-1,13922,122
-1,21798,242
1,975,76
1,19822,76
-1,24590,103
